ogc_fid,id,gridcode,wkb_geometry,climatecode
1737,1737,11,0103000020E6100000010000000B000000000000000020644000000000000024C00000000000F0634000000000000024C00000000000F0634000000000000022C0000000000010644000000000000022C0000000000010644000000000000020C0000000000020644000000000000020C0000000000020644000000000000021C0000000000030644000000000000021C0000000000030644000000000000023C0000000000020644000000000000023C0000000000020644000000000000024C0,Af
1748,1748,11,0103000020E6100000020000008C000000000000000060624000000000000023C0000000000070624000000000000023C0000000000070624000000000000022C0000000000060624000000000000022C0000000000060624000000000000021C0000000000050624000000000000021C0000000000050624000000000000022C0000000000040624000000000000022C0000000000040624000000000000021C0000000000030624000000000000021C0000000000030624000000000000020C0000000000000624000000000000020C0000000000000624000000000000022C00000000000F0614000000000000022C00000000000F0614000000000000023C00000000000E0614000000000000023C00000000000E0614000000000000022C00000000000E0614000000000000020C00000000000B0614000000000000020C00000000000B061400000000000001EC000000000007061400000000000001EC0000000000070614000000000000020C0000000000080614000000000000020C0000000000080614000000000000021C0000000000060614000000000000021C0000000000060614000000000000020C0000000000050614000000000000020C0000000000050614000000000000021C0000000000030614000000000000021C000000000003061400000000000001EC000000000004061400000000000001EC000000000004061400000000000001CC000000000005061400000000000001CC000000000005061400000000000001AC000000000004061400000000000001AC0000000000040614000000000000016C0000000000020614000000000000016C0000000000020614000000000000014C0000000000000614000000000000014C0000000000000614000000000000012C00000000000D0604000000000000012C00000000000D0604000000000000010C00000000000B0604000000000000010C00000000000B0604000000000000012C0000000000090604000000000000012C000000000009060400000000000000CC000000000008060400000000000000CC0000000000080604000000000000000C0000000000070604000000000000000C00000000000706040000000000000F8BF0000000000506040000000000000F8BF0000000000506040000000000000E0BF0000000000406040000000000000E0BF00000000004060400000000000000000000000000070604000000000000000000000000000706040000000000000E0BF0000000000806040000000000000E0BF000000000080604000000000000000000000000000A0604000000000000000000000000000A06040000000000000E0BF0000000000D06040000000000000E0BF0000000000D0604000000000000004C00000000000E0604000000000000004C00000000000E0604000000000000008C0000000000000614000000000000008C00000000000006140000000000000F8BF0000000000F06040000000000000F8BF0000000000F06040000000000000E0BF0000000000106140000000000000E0BF0000000000106140000000000000F8BF0000000000606140000000000000F8BF000000000060614000000000000000C00000000000A0614000000000000000C00000000000A0614000000000000004C00000000000C0614000000000000004C00000000000C0614000000000000008C00000000000F0614000000000000008C00000000000F061400000000000000CC000000000001062400000000000000CC0000000000010624000000000000010C0000000000030624000000000000010C0000000000030624000000000000012C0000000000040624000000000000012C0000000000040624000000000000016C00000000000C0624000000000000016C00000000000C0624000000000000014C00000000000D0624000000000000014C00000000000D0624000000000000016C00000000000E0624000000000000016C00000000000E0624000000000000014C00000000000F0624000000000000014C00000000000F0624000000000000010C0000000000000634000000000000010C000000000000063400000000000000CC00000000000E062400000000000000CC00000000000E0624000000000000008C00000000000C0624000000000000008C00000000000C0624000000000000000C00000000000D0624000000000000000C00000000000D0624000000000000004C00000000000F0624000000000000004C00000000000F0624000000000000008C0000000000010634000000000000008C000000000001063400000000000000CC000000000002063400000000000000CC0000000000020634000000000000010C0000000000030634000000000000010C0000000000030634000000000000012C0000000000020634000000000000012C0000000000020634000000000000014C0000000000010634000000000000014C0000000000010634000000000000016C0000000000000634000000000000016C0000000000000634000000000000018C00000000000E0624000000000000018C00000000000E062400000000000001AC00000000000A062400000000000001AC00000000000A0624000000000000018C0000000000080624000000000000018C000000000008062400000000000001CC000000000007062400000000000001CC000000000007062400000000000001EC000000000008062400000000000001EC0000000000080624000000000000020C0000000000090624000000000000020C0000000000090624000000000000022C00000000000B0624000000000000022C00000000000B0624000000000000023C00000000000B0624000000000000024C00000000000C0624000000000000024C00000000000C0624000000000000023C00000000000C0624000000000000022C00000000000E0624000000000000022C00000000000E0624000000000000026C00000000000C0624000000000000026C00000000000C0624000000000000025C0000000000070624000000000000025C0000000000070624000000000000024C0000000000060624000000000000024C0000000000060624000000000000023C00500000000000000005062400000000000001AC0000000000050624000000000000018C0000000000040624000000000000018C000000000004062400000000000001AC000000000005062400000000000001AC0,Af
1749,1749,11,0103000020E61000000100000009000000000000000020644000000000000024C0000000000040644000000000000024C0000000000040644000000000000025C0000000000050644000000000000025C0000000000050644000000000000026C0000000000030644000000000000026C0000000000030644000000000000025C0000000000020644000000000000025C0000000000020644000000000000024C0,Af
1815,1815,11,0103000020E6100000010000000B00000000000000004050C000000000000031C000000000008050C000000000000031C000000000008050C000000000008030C000000000008050C00000000000002FC000000000004050C00000000000002FC000000000004050C000000000000030C000000000002050C000000000000030C000000000002050C000000000008030C000000000000050C000000000008030C000000000000050C000000000000031C000000000004050C000000000000031C0,Af
1820,1820,11,0103000020E6100000010000000D000000000000000000654000000000000031C00000000000F0644000000000000031C00000000000F0644000000000008030C00000000000E0644000000000008030C00000000000E0644000000000000030C00000000000D0644000000000000030C00000000000D064400000000000002DC00000000000E064400000000000002DC00000000000E064400000000000002EC00000000000F064400000000000002EC00000000000F0644000000000000030C0000000000000654000000000000030C0000000000000654000000000000031C0,Af
1829,1829,11,0103000020E6100000010000001A0000000000000000C043C000000000000032C00000000000C043C000000000000031C00000000000C043C000000000008030C000000000000044C000000000008030C000000000000044C00000000000002EC00000000000C043C00000000000002EC00000000000C043C00000000000002DC00000000000C043C00000000000002AC000000000008043C00000000000002AC000000000008043C000000000000029C000000000004043C000000000000029C000000000004043C000000000000028C000000000000043C000000000000028C00000000000C042C000000000000028C00000000000C042C00000000000002AC000000000000043C00000000000002AC000000000000043C00000000000002BC000000000004043C00000000000002BC000000000004043C00000000000002DC000000000008043C00000000000002DC000000000008043C00000000000002EC000000000004043C00000000000002EC000000000004043C000000000008030C000000000008043C000000000008030C000000000008043C000000000000032C00000000000C043C000000000000032C0,Af
1836,1836,11,0103000020E61000000100000005000000000000000010654000000000000032C0000000000000654000000000000032C0000000000000654000000000008031C0000000000010654000000000008031C0000000000010654000000000000032C0,Af
1843,1843,11,0103000020E610000001000000180000000000000000C0484000000000008032C0000000000080484000000000008032C0000000000080484000000000008031C0000000000040484000000000008031C0000000000040484000000000000031C0000000000080484000000000000031C0000000000080484000000000008030C0000000000080484000000000000030C0000000000040484000000000000030C000000000004048400000000000002FC000000000008048400000000000002FC000000000008048400000000000002EC00000000000C048400000000000002EC00000000000C048400000000000002CC00000000000C048400000000000002BC000000000000049400000000000002BC000000000000049400000000000002AC000000000004049400000000000002AC0000000000040494000000000000030C0000000000000494000000000000030C0000000000000494000000000000031C00000000000C0484000000000000031C00000000000C0484000000000000032C00000000000C0484000000000008032C0,Af
1846,1846,11,0103000020E6100000010000000D000000000000000050664000000000008032C0000000000040664000000000008032C0000000000040664000000000000032C0000000000020664000000000000032C0000000000020664000000000008031C0000000000030664000000000008031C0000000000030664000000000000031C0000000000050664000000000000031C0000000000050664000000000008031C0000000000060664000000000008031C0000000000060664000000000000032C0000000000050664000000000000032C0000000000050664000000000008032C0,Af
1853,1853,11,0103000020E61000000100000005000000000000000030654000000000000033C0000000000020654000000000000033C0000000000020654000000000008032C0000000000030654000000000008032C0000000000030654000000000000033C0,Af
1862,1862,11,0103000020E61000000100000007000000000000000080484000000000000034C0000000000040484000000000000034C0000000000040484000000000008033C0000000000040484000000000008032C0000000000080484000000000008032C0000000000080484000000000008033C0000000000080484000000000000034C0,Af
1878,1878,11,0103000020E61000000100000008000000000000000040484000000000008035C0000000000000484000000000008035C0000000000000484000000000000035C0000000000000484000000000008034C0000000000000484000000000000034C0000000000040484000000000000034C0000000000040484000000000000035C0000000000040484000000000008035C0,Af
1909,1909,11,0103000020E610000001000000090000000000000000C04BC000000000008037C00000000000C04BC000000000000037C00000000000404BC000000000000037C00000000000404BC000000000008037C00000000000C04AC000000000008037C00000000000C04AC000000000000038C00000000000804BC000000000000038C00000000000804BC000000000008037C00000000000C04BC000000000008037C0,Af
1910,1910,11,0103000020E610000001000000050000000000000000004CC000000000008038C00000000000004CC000000000008037C00000000000C04BC000000000008037C00000000000C04BC000000000008038C00000000000004CC000000000008038C0,Af
1911,1911,11,0103000020E6100000010000000500000000000000004047C000000000008038C000000000004047C000000000000038C000000000000047C000000000000038C000000000000047C000000000008038C000000000004047C000000000008038C0,Af
1921,1921,11,0103000020E610000001000000070000000000000000C047C000000000000039C000000000000048C000000000000039C000000000000048C000000000000038C000000000008047C000000000000038C000000000008047C000000000008038C000000000008047C000000000000039C00000000000C047C000000000000039C0,Af
1922,1922,11,0103000020E61000000100000005000000000000000080474000000000000039C0000000000080474000000000008038C00000000000C0474000000000008038C00000000000C0474000000000000039C0000000000080474000000000000039C0,Af
419,419,21,0103000020E6100000010000000D000000000000000040574000000000008047400000000000005740000000000080474000000000000057400000000000C04740000000000000574000000000000048400000000000E0564000000000000048400000000000E0564000000000004048400000000000005740000000000040484000000000004057400000000000404840000000000040574000000000000048400000000000805740000000000000484000000000008057400000000000C0474000000000004057400000000000C0474000000000004057400000000000804740,BWk
